mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
-2.016895271803802,1.1970986928016707,0.5513102103719225,-1.074826588005839,-0.6648089332698502,-0.31593923518776507,0.3390855085740519,0.8622100058070826,0.6495120143029991,-0.6816582355798882,1.3584155464177883,0.07462822473713983,-2.3454665998203104,HC
-0.5979956319411197,0.6997628430213112,0.903400383782248,0.5363400101189735,0.2855107778968759,-0.5072706871216153,-0.4630778170350794,0.30080222291557546,1.225489904935232,0.9311287135951087,-0.6743659035479284,-0.5833988536218512,0.5256825664566611,PD
1.2035083857261808,-0.9907459309272977,-0.9408423769841066,0.3970541072871147,0.33160251347939323,-1.4258773837979457,0.5057178721932494,1.0787310225963969,-0.5834471926413309,-0.7330948270686427,-0.5664567354330599,-0.19386439290473187,0.7911823316611712,HC
0.11164109237131743,1.423429344350285,0.712610033026968,0.6949469001828573,1.9344853339853452,0.09166061946766194,-1.293711407113172,-1.2230706205453585,-0.9447895245262207,0.07347361957915469,0.809085926444385,1.2447844984318814,-0.7722945488585804,PD
-1.3224553114004833,-0.07317386493348498,-0.19423446772109812,-1.1158784843994298,0.7808818096466155,0.789691829667635,-0.6132627657508998,-0.06350511856904562,1.2230767083442449,0.4058223261287578,1.5977150205839652,-0.22732418858165787,-0.8075722061096381,HC
-0.926033733143018,-0.3248154290203126,1.55431303887727,-0.395865784497741,1.76712480003399,-0.7670754709779102,-0.2296426547454729,0.08618869929283825,-0.3002078456651367,0.828293394633893,-1.4434347943968062,-0.566167670197894,0.813816017678932,HC
-0.18270586035846,-0.04401404297777667,0.6630756734792996,1.880437453544774,0.6985960357222377,-0.040113877841201996,0.04552242436842965,1.1937692847802461,0.25985435637985566,-0.3076817046288608,0.2079605778783165,0.21559462428887746,0.403414252825861,HC
-0.14738093233130378,-1.203366242833319,-0.5358166036496752,-0.6869415722466764,-0.30968406481007704,0.5041717925674101,0.39830022314724944,-0.37549760872908733,0.8936649080790714,0.23914507896964235,-1.148597421089524,-0.2539433144505083,1.5783148976635486,PD
-1.0062797567917872,0.2923286819958585,1.6238733858524943,-0.15374011144785377,1.2889874189770456,-0.4885476048481232,-0.44808909471855096,0.37733847699125034,-0.05712518630480325,0.19049349728573883,-0.581558041356013,-0.4887580161564765,-0.3980706028573853,HC
0.32704904509635413,-0.22242335516502665,-0.6587594505859579,-0.600675953644241,0.593086121739097,-0.1514817503448133,0.8959122999700746,0.900588928790873,0.13699006936865482,0.35872569882085575,-0.47162492957371505,-0.611903810896444,0.7356840309736882,HC
