mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
0.33936953325014774,0.13922653277719577,1.2983817250646312,-0.654345563636552,0.8172865523120872,0.7413228818744303,0.7588541152400173,0.6385230029110165,1.0889022379712705,-0.7624476202951745,0.011060214763836274,-0.6313082267116724,-0.8606651992692946,PD
0.2930183409856535,-0.8681001721422243,-0.22270077666333327,1.6866123571841545,1.525454982849758,-0.5339010764653616,-0.04552936799949078,-0.046953706217191284,-0.27990230124617466,-0.8578855376209845,-0.4601802360152934,1.5262572190975408,-1.357071696708107,PD
0.505752129106917,0.31501811649123845,0.12864655322272162,-1.3191089120336377,-1.2577686864065365,0.9187579177364988,-0.18979378452801798,0.7684005375948868,-0.5012463904687665,-1.129069151348983,0.8397113618718772,-0.4910728206186321,1.6189514834041092,HC
0.7652593858439454,-0.1676723352212104,-1.4617122762645707,-1.1444904877449902,0.042612442795019696,1.775008393459498,1.0498546102056925,-1.0118918039288638,1.1727187104625891,0.5528099662672579,0.1769793504330901,-0.15328904133442373,-0.31273010948843366,HC
0.690960563034783,-0.7457316309667557,-1.9939616948428223,-1.1234969665278332,0.0039869059625132815,0.07352283272998454,-0.6155467440970709,-0.45827101032587053,1.262641383321534,0.5473895212388699,0.41768840995997447,0.3077646072536726,0.7063504229999373,HC
0.3819249129991619,-0.9326408148820905,-0.06310509432168303,0.6091879760239208,0.6015821454843665,-2.237689681865232,1.0158628245767647,0.5191810399607153,-1.6373521171946286,0.08675301233376,0.42718415435958046,-0.24207911244083033,0.24872116673199895,HC
0.7610340253057087,-0.1640249749170948,-0.2368050612776216,-1.299444904170255,-2.2535160416792395,0.347408102736211,0.043540863825616505,-0.8678907632571015,0.9377526109912271,-0.3645282364914777,-1.10926011090615,1.215689098360502,-0.5231137177717211,HC
-1.0125313246766128,0.9703929145904345,0.3985686686235595,-1.0913441363646967,-2.0760991632549364,0.7899522526909963,0.22340445588383692,1.2702677147543275,-0.5851080087550687,0.386900191727387,1.3904775465246906,1.4747215576785275,-0.09477449868946908,HC
0.2916091949327666,0.876613669848078,0.9646398413195142,-0.8139807648152189,-1.276715873266799,-0.3015601300839129,-0.3053604668686069,-0.28883785425692765,0.7942535075395434,-0.4788155825681579,-0.7847943328851229,-1.2899051063120153,0.9708379691045251,HC
0.4461779216509763,0.8418959214090576,0.05151491331745703,-0.6360767149238993,-0.9090442282510331,1.2445200931816123,0.2784155689178819,-1.9675160338490938,-0.1769404296624502,-0.9598536464182642,0.5275810658298627,-0.19318754589145928,-0.003547426233424735,PD
